Unnamed: 0,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
416,2007,6,4,3,944,925,1321.0,1305,AA,1408,N474AA,157.0,160,137.0,16.0,19,DFW,RDU,1062,3.0,17,0,N,0,0.0,0.0,0.0,0.0,16.0
418,2007,6,9,1,1055,925,1430.0,1305,AA,1408,N4YUAA,155.0,160,137.0,85.0,90,DFW,RDU,1062,6.0,12,0,N,0,85.0,0.0,0.0,0.0,0.0
421,2007,6,20,5,1000,925,1330.0,1305,AA,1408,N431AA,150.0,160,134.0,25.0,35,DFW,RDU,1062,3.0,13,0,N,0,24.0,0.0,0.0,0.0,1.0
424,2007,6,25,3,1006,925,1337.0,1305,AA,1408,N523AA,151.0,160,139.0,32.0,41,DFW,RDU,1062,2.0,10,0,N,0,15.0,0.0,0.0,0.0,17.0
426,2007,6,30,1,951,925,1325.0,1305,AA,1408,N560AA,154.0,160,131.0,20.0,26,DFW,RDU,1062,3.0,20,0,N,0,20.0,0.0,0.0,0.0,0.0
427,2007,6,1,7,3,2305,58.0,5,AA,1410,N574AA,55.0,60,42.0,53.0,58,DFW,TUL,237,3.0,10,0,N,0,0.0,0.0,0.0,0.0,53.0
428,2007,6,3,2,102,2305,158.0,5,AA,1410,N481AA,56.0,60,40.0,113.0,117,DFW,TUL,237,4.0,12,0,N,0,34.0,0.0,0.0,0.0,79.0
429,2007,6,4,3,157,2305,251.0,5,AA,1410,N548AA,54.0,60,39.0,166.0,172,DFW,TUL,237,3.0,12,0,N,0,7.0,0.0,0.0,0.0,159.0
430,2007,6,9,1,23,2305,115.0,5,AA,1410,N241AA,52.0,60,37.0,70.0,78,DFW,TUL,237,4.0,11,0,N,0,54.0,13.0,0.0,0.0,3.0
431,2007,6,10,2,57,2305,155.0,5,AA,1410,N287AA,58.0,60,43.0,110.0,112,DFW,TUL,237,3.0,12,0,N,0,0.0,0.0,0.0,0.0,110.0
432,2007,6,13,5,118,2305,222.0,5,AA,1410,N552AA,64.0,60,48.0,137.0,133,DFW,TUL,237,2.0,14,0,N,0,17.0,0.0,4.0,0.0,116.0
433,2007,6,15,7,6,2305,106.0,5,AA,1410,N292AA,60.0,60,41.0,61.0,61,DFW,TUL,237,6.0,13,0,N,0,7.0,0.0,0.0,0.0,54.0
434,2007,6,16,1,19,2305,115.0,5,AA,1410,N593AA,56.0,60,40.0,70.0,74,DFW,TUL,237,4.0,12,0,N,0,70.0,0.0,0.0,0.0,0.0
435,2007,6,17,2,3,2305,56.0,5,AA,1410,N471AA,53.0,60,36.0,51.0,58,DFW,TUL,237,7.0,10,0,N,0,32.0,0.0,0.0,0.0,19.0
436,2007,6,19,4,11,2305,108.0,5,AA,1410,N570AA,57.0,60,44.0,63.0,66,DFW,TUL,237,3.0,10,0,N,0,0.0,63.0,0.0,0.0,0.0
437,2007,6,20,5,23,2305,113.0,5,AA,1410,N588AA,50.0,60,36.0,68.0,78,DFW,TUL,237,6.0,8,0,N,0,7.0,0.0,0.0,0.0,61.0
438,2007,6,21,6,39,2305,137.0,5,AA,1410,N437AA,58.0,60,35.0,92.0,94,DFW,TUL,237,9.0,14,0,N,0,67.0,0.0,0.0,0.0,25.0
439,2007,6,22,7,19,2305,118.0,5,AA,1410,N248AA,59.0,60,42.0,73.0,74,DFW,TUL,237,3.0,14,0,N,0,3.0,0.0,0.0,0.0,70.0
440,2007,6,23,1,2338,2305,39.0,5,AA,1410,N594AA,61.0,60,39.0,34.0,33,DFW,TUL,237,4.0,18,0,N,0,16.0,0.0,1.0,0.0,17.0
441,2007,6,25,3,119,2305,216.0,5,AA,1410,N525AA,57.0,60,38.0,131.0,134,DFW,TUL,237,3.0,16,0,N,0,0.0,69.0,0.0,0.0,62.0
443,2007,6,27,5,2316,2305,25.0,5,AA,1410,N537AA,69.0,60,41.0,20.0,11,DFW,TUL,237,5.0,23,0,N,0,0.0,0.0,9.0,0.0,11.0
444,2007,6,28,6,2345,2305,43.0,5,AA,1410,N458AA,58.0,60,37.0,38.0,40,DFW,TUL,237,8.0,13,0,N,0,0.0,38.0,0.0,0.0,0.0
445,2007,6,29,7,20,2305,119.0,5,AA,1410,N4WUAA,59.0,60,36.0,74.0,75,DFW,TUL,237,7.0,16,0,N,0,51.0,0.0,0.0,0.0,23.0
447,2007,6,1,7,1944,1900,2114.0,2035,AA,1411,N442AA,150.0,155,109.0,39.0,44,EWR,ORD,719,6.0,35,0,N,0,0.0,0.0,5.0,0.0,34.0
448,2007,6,3,2,2020,1900,2226.0,2035,AA,1411,N424AA,186.0,155,122.0,111.0,80,EWR,ORD,719,14.0,50,0,N,0,0.0,0.0,105.0,0.0,6.0
449,2007,6,4,3,2011,1900,2201.0,2035,AA,1411,N441AA,170.0,155,107.0,86.0,71,EWR,ORD,719,11.0,52,0,N,0,0.0,0.0,22.0,0.0,64.0
450,2007,6,5,4,2115,1900,2305.0,2035,AA,1411,N481AA,170.0,155,105.0,150.0,135,EWR,ORD,719,8.0,57,0,N,0,0.0,0.0,106.0,0.0,44.0
451,2007,6,6,5,2128,1900,2316.0,2035,AA,1411,N520AA,168.0,155,101.0,161.0,148,EWR,ORD,719,5.0,62,0,N,0,0.0,0.0,124.0,0.0,37.0
452,2007,6,7,6,2006,1900,2132.0,2035,AA,1411,N576AA,146.0,155,121.0,57.0,66,EWR,ORD,719,13.0,12,0,N,0,0.0,0.0,43.0,0.0,14.0
453,2007,6,9,1,2112,1900,2248.0,2035,AA,1411,N453AA,156.0,155,113.0,133.0,132,EWR,ORD,719,5.0,38,0,N,0,0.0,0.0,1.0,0.0,132.0
454,2007,6,10,2,2220,1900,2349.0,2035,AA,1411,N599AA,149.0,155,117.0,194.0,200,EWR,ORD,719,9.0,23,0,N,0,0.0,0.0,174.0,0.0,20.0
455,2007,6,11,3,1936,1900,2135.0,2035,AA,1411,N4WLAA,179.0,155,112.0,60.0,36,EWR,ORD,719,23.0,44,0,N,0,0.0,0.0,60.0,0.0,0.0
456,2007,6,12,4,2026,1900,2226.0,2035,AA,1411,N4XSAA,180.0,155,112.0,111.0,86,EWR,ORD,719,12.0,56,0,N,0,0.0,0.0,111.0,0.0,0.0
457,2007,6,13,5,2120,1900,2254.0,2035,AA,1411,N581AA,154.0,155,103.0,139.0,140,EWR,ORD,719,2.0,49,0,N,0,0.0,0.0,8.0,0.0,131.0
458,2007,6,15,7,2020,1900,2203.0,2035,AA,1411,N561AA,163.0,155,119.0,88.0,80,EWR,ORD,719,7.0,37,0,N,0,0.0,0.0,16.0,0.0,72.0
459,2007,6,17,2,1937,1900,2113.0,2035,AA,1411,N507AA,156.0,155,110.0,38.0,37,EWR,ORD,719,24.0,22,0,N,0,0.0,0.0,11.0,0.0,27.0
460,2007,6,19,4,2027,1900,2201.0,2035,AA,1411,N464AA,154.0,155,105.0,86.0,87,EWR,ORD,719,12.0,37,0,N,0,0.0,0.0,13.0,0.0,73.0
461,2007,6,21,6,1923,1900,2054.0,2035,AA,1411,N450AA,151.0,155,110.0,19.0,23,EWR,ORD,719,6.0,35,0,N,0,2.0,0.0,0.0,0.0,17.0
462,2007,6,23,1,2002,1900,2109.0,2035,AA,1411,N293AA,127.0,155,105.0,34.0,62,EWR,ORD,719,7.0,15,0,N,0,0.0,0.0,2.0,0.0,32.0
463,2007,6,24,2,2029,1900,2215.0,2035,AA,1411,N507AA,166.0,155,111.0,100.0,89,EWR,ORD,719,13.0,42,0,N,0,0.0,0.0,33.0,0.0,67.0
464,2007,6,26,4,2044,1900,2218.0,2035,AA,1411,N429AA,154.0,155,110.0,103.0,104,EWR,ORD,719,9.0,35,0,N,0,0.0,0.0,2.0,0.0,101.0
465,2007,6,27,5,1919,1900,2103.0,2035,AA,1411,N402AA,164.0,155,112.0,28.0,19,EWR,ORD,719,15.0,37,0,N,0,0.0,0.0,28.0,0.0,0.0
466,2007,6,28,6,2024,1900,2150.0,2035,AA,1411,N406AA,146.0,155,114.0,75.0,84,EWR,ORD,719,11.0,21,0,N,0,2.0,0.0,0.0,0.0,73.0
468,2007,6,3,2,2355,2150,126.0,2310,AA,1411,N424AA,91.0,80,58.0,136.0,125,ORD,MSP,334,13.0,20,0,N,0,54.0,0.0,11.0,0.0,71.0
469,2007,6,4,3,2302,2150,11.0,2310,AA,1411,N441AA,69.0,80,52.0,61.0,72,ORD,MSP,334,6.0,11,0,N,0,14.0,0.0,8.0,0.0,39.0
470,2007,6,5,4,2348,2150,102.0,2310,AA,1411,N481AA,74.0,80,57.0,112.0,118,ORD,MSP,334,5.0,12,0,N,0,0.0,0.0,8.0,0.0,104.0
471,2007,6,6,5,102,2150,229.0,2310,AA,1411,N520AA,87.0,80,59.0,199.0,192,ORD,MSP,334,5.0,23,0,N,0,56.0,0.0,22.0,0.0,121.0
472,2007,6,7,6,2205,2150,2357.0,2310,AA,1411,N576AA,112.0,80,87.0,47.0,15,ORD,MSP,334,5.0,20,0,N,0,0.0,0.0,32.0,0.0,15.0
473,2007,6,9,1,2326,2150,29.0,2310,AA,1411,N453AA,63.0,80,49.0,79.0,96,ORD,MSP,334,6.0,8,0,N,0,0.0,0.0,2.0,0.0,77.0
474,2007,6,10,2,2347,2150,113.0,2310,AA,1411,N566AA,86.0,80,57.0,123.0,117,ORD,MSP,334,11.0,18,0,N,0,0.0,0.0,104.0,0.0,19.0
475,2007,6,11,3,2216,2150,2349.0,2310,AA,1411,N4WLAA,93.0,80,58.0,39.0,26,ORD,MSP,334,6.0,29,0,N,0,0.0,0.0,19.0,0.0,20.0
476,2007,6,12,4,2339,2150,108.0,2310,AA,1411,N4XSAA,89.0,80,62.0,118.0,109,ORD,MSP,334,7.0,20,0,N,0,38.0,0.0,9.0,0.0,71.0
477,2007,6,13,5,2334,2150,43.0,2310,AA,1411,N581AA,69.0,80,52.0,93.0,104,ORD,MSP,334,6.0,11,0,N,0,0.0,4.0,0.0,0.0,89.0
478,2007,6,15,7,2246,2150,21.0,2310,AA,1411,N561AA,95.0,80,55.0,71.0,56,ORD,MSP,334,3.0,37,0,N,0,0.0,0.0,23.0,0.0,48.0
479,2007,6,16,1,2212,2150,2342.0,2310,AA,1411,N578AA,90.0,80,55.0,32.0,22,ORD,MSP,334,5.0,30,0,N,0,0.0,22.0,10.0,0.0,0.0
480,2007,6,19,4,2241,2150,2356.0,2310,AA,1411,N464AA,75.0,80,55.0,46.0,51,ORD,MSP,334,4.0,16,0,N,0,5.0,0.0,0.0,0.0,41.0
482,2007,6,22,7,2251,2150,13.0,2310,AA,1411,N223AA,82.0,80,53.0,63.0,61,ORD,MSP,334,7.0,22,0,N,0,0.0,0.0,25.0,0.0,38.0
483,2007,6,24,2,2258,2150,15.0,2310,AA,1411,N507AA,77.0,80,56.0,65.0,68,ORD,MSP,334,5.0,16,0,N,0,8.0,0.0,0.0,0.0,57.0
484,2007,6,26,4,2251,2150,16.0,2310,AA,1411,N429AA,85.0,80,51.0,66.0,61,ORD,MSP,334,6.0,28,0,N,0,0.0,0.0,5.0,0.0,61.0
485,2007,6,27,5,2251,2150,4.0,2310,AA,1411,N402AA,73.0,80,55.0,54.0,61,ORD,MSP,334,5.0,13,0,N,0,54.0,0.0,0.0,0.0,0.0
486,2007,6,28,6,2224,2150,2347.0,2310,AA,1411,N406AA,83.0,80,52.0,37.0,34,ORD,MSP,334,9.0,22,0,N,0,0.0,0.0,3.0,0.0,34.0
487,2007,6,29,7,2331,2150,38.0,2310,AA,1411,N451AA,67.0,80,50.0,88.0,101,ORD,MSP,334,6.0,11,0,N,0,57.0,0.0,0.0,0.0,31.0
488,2007,6,3,2,1929,1745,2100.0,1915,AA,1412,N4XXAA,91.0,90,65.0,105.0,104,MCI,ORD,403,13.0,13,0,N,0,0.0,0.0,88.0,0.0,17.0
489,2007,6,4,3,1915,1745,2049.0,1915,AA,1412,N565AA,94.0,90,61.0,94.0,90,MCI,ORD,403,8.0,25,0,N,0,0.0,0.0,91.0,0.0,3.0
490,2007,6,5,4,1846,1745,2023.0,1915,AA,1412,N4XXAA,97.0,90,55.0,68.0,61,MCI,ORD,403,4.0,38,0,N,0,0.0,0.0,49.0,0.0,19.0
491,2007,6,6,5,2019,1745,2139.0,1915,AA,1412,N565AA,80.0,90,60.0,144.0,154,MCI,ORD,403,9.0,11,0,N,0,0.0,0.0,133.0,0.0,11.0
492,2007,6,7,6,1822,1745,1946.0,1915,AA,1412,N417AA,84.0,90,64.0,31.0,37,MCI,ORD,403,5.0,15,0,N,0,0.0,0.0,0.0,0.0,31.0
494,2007,6,9,1,1926,1745,2116.0,1915,AA,1412,N563AA,110.0,90,63.0,121.0,101,MCI,ORD,403,4.0,43,0,N,0,0.0,0.0,111.0,0.0,10.0
496,2007,6,12,4,1830,1745,2025.0,1915,AA,1412,N583AA,115.0,90,76.0,70.0,45,MCI,ORD,403,10.0,29,0,N,0,0.0,0.0,41.0,0.0,29.0
497,2007,6,13,5,1836,1745,1951.0,1915,AA,1412,N564AA,75.0,90,57.0,36.0,51,MCI,ORD,403,6.0,12,0,N,0,0.0,0.0,11.0,0.0,25.0
498,2007,6,15,7,1909,1745,2033.0,1915,AA,1412,N573AA,84.0,90,63.0,78.0,84,MCI,ORD,403,10.0,11,0,N,0,0.0,0.0,0.0,0.0,78.0
499,2007,6,16,1,1812,1745,1951.0,1915,AA,1412,N4XEAA,99.0,90,68.0,36.0,27,MCI,ORD,403,7.0,24,0,N,0,0.0,0.0,36.0,0.0,0.0
500,2007,6,19,4,1801,1745,1939.0,1915,AA,1412,N437AA,98.0,90,77.0,24.0,16,MCI,ORD,403,7.0,14,0,N,0,0.0,10.0,8.0,0.0,6.0
501,2007,6,20,5,1842,1745,2024.0,1915,AA,1412,N568AA,102.0,90,67.0,69.0,57,MCI,ORD,403,9.0,26,0,N,0,0.0,0.0,44.0,0.0,25.0
502,2007,6,22,7,1756,1745,2053.0,1915,AA,1412,N4YUAA,177.0,90,76.0,98.0,11,MCI,ORD,403,31.0,70,0,N,0,0.0,0.0,98.0,0.0,0.0
504,2007,6,27,5,1754,1745,2018.0,1915,AA,1412,N542AA,144.0,90,59.0,63.0,9,MCI,ORD,403,53.0,32,0,N,0,0.0,0.0,54.0,0.0,9.0
505,2007,6,28,6,1838,1745,2012.0,1915,AA,1412,N4WXAA,94.0,90,54.0,57.0,53,MCI,ORD,403,9.0,31,0,N,0,0.0,0.0,12.0,0.0,45.0
506,2007,6,29,7,1844,1745,2012.0,1915,AA,1412,N475AA,88.0,90,57.0,57.0,59,MCI,ORD,403,6.0,25,0,N,0,0.0,0.0,57.0,0.0,0.0
507,2007,6,6,5,737,710,832.0,750,AA,1413,N477AA,175.0,160,151.0,42.0,27,DFW,LAS,1055,9.0,15,0,N,0,27.0,0.0,15.0,0.0,0.0
509,2007,6,9,1,717,710,806.0,750,AA,1413,N544AA,169.0,160,151.0,16.0,7,DFW,LAS,1055,7.0,11,0,N,0,7.0,0.0,9.0,0.0,0.0
511,2007,6,19,4,833,710,922.0,750,AA,1413,N279AA,169.0,160,149.0,92.0,83,DFW,LAS,1055,5.0,15,0,N,0,0.0,83.0,9.0,0.0,0.0
514,2007,6,4,3,1202,1155,1746.0,1730,AA,1414,N5BVAA,224.0,215,201.0,16.0,7,SEA,STL,1710,4.0,19,0,N,0,0.0,0.0,9.0,0.0,7.0
516,2007,6,9,1,1212,1155,1753.0,1730,AA,1414,N5FHAA,221.0,215,191.0,23.0,17,SEA,STL,1710,7.0,23,0,N,0,9.0,0.0,6.0,0.0,8.0
517,2007,6,10,2,1207,1155,1746.0,1730,AA,1414,N5FFAA,219.0,215,198.0,16.0,12,SEA,STL,1710,4.0,17,0,N,0,2.0,0.0,4.0,0.0,10.0
518,2007,6,11,3,1231,1155,1814.0,1730,AA,1414,N5BWAA,223.0,215,195.0,44.0,36,SEA,STL,1710,6.0,22,0,N,0,16.0,0.0,8.0,0.0,20.0
522,2007,6,15,7,1227,1155,1753.0,1730,AA,1414,N5DNAA,206.0,215,188.0,23.0,32,SEA,STL,1710,5.0,13,0,N,0,9.0,0.0,0.0,0.0,14.0
524,2007,6,17,2,1207,1155,1749.0,1730,AA,1414,N639AA,222.0,215,192.0,19.0,12,SEA,STL,1710,8.0,22,0,N,0,1.0,0.0,7.0,0.0,11.0
526,2007,6,19,4,1213,1155,1802.0,1730,AA,1414,N5CKAA,229.0,215,197.0,32.0,18,SEA,STL,1710,4.0,28,0,N,0,13.0,0.0,14.0,0.0,5.0
528,2007,6,22,7,1230,1155,1804.0,1730,AA,1414,N5CVAA,214.0,215,194.0,34.0,35,SEA,STL,1710,3.0,17,0,N,0,15.0,0.0,0.0,0.0,19.0
529,2007,6,26,4,1216,1155,1748.0,1730,AA,1414,N5FJAA,212.0,215,194.0,18.0,21,SEA,STL,1710,3.0,15,0,N,0,15.0,0.0,0.0,0.0,3.0
531,2007,6,30,1,1202,1155,1746.0,1730,AA,1414,N5EGAA,224.0,215,200.0,16.0,7,SEA,STL,1710,3.0,21,0,N,0,7.0,0.0,9.0,0.0,0.0
532,2007,6,1,7,1924,1915,2110.0,2050,AA,1415,N4YRAA,226.0,215,209.0,20.0,9,DFW,SFO,1464,4.0,13,0,N,0,9.0,0.0,11.0,0.0,0.0
533,2007,6,3,2,2055,1915,2320.0,2050,AA,1415,N597AA,265.0,215,212.0,150.0,100,DFW,SFO,1464,6.0,47,0,N,0,0.0,0.0,62.0,0.0,88.0
534,2007,6,5,4,2019,1915,2242.0,2050,AA,1415,N4WJAA,263.0,215,243.0,112.0,64,DFW,SFO,1464,6.0,14,0,N,0,63.0,0.0,48.0,0.0,1.0
535,2007,6,6,5,2033,1915,2213.0,2050,AA,1415,N4YUAA,220.0,215,197.0,83.0,78,DFW,SFO,1464,11.0,12,0,N,0,46.0,0.0,5.0,0.0,32.0
536,2007,6,9,1,2052,1915,2227.0,2050,AA,1415,N4WAAA,215.0,215,202.0,97.0,97,DFW,SFO,1464,3.0,10,0,N,0,0.0,23.0,0.0,0.0,74.0
537,2007,6,12,4,1923,1915,2108.0,2050,AA,1415,N593AA,225.0,215,204.0,18.0,8,DFW,SFO,1464,4.0,17,0,N,0,8.0,0.0,10.0,0.0,0.0
538,2007,6,13,5,2118,1915,2258.0,2050,AA,1415,N4WAAA,220.0,215,203.0,128.0,123,DFW,SFO,1464,4.0,13,0,N,0,12.0,0.0,5.0,0.0,111.0
540,2007,6,15,7,1943,1915,2122.0,2050,AA,1415,N4YGAA,219.0,215,195.0,32.0,28,DFW,SFO,1464,3.0,21,0,N,0,28.0,0.0,4.0,0.0,0.0
541,2007,6,16,1,2052,1915,2237.0,2050,AA,1415,N544AA,225.0,215,207.0,107.0,97,DFW,SFO,1464,3.0,15,0,N,0,3.0,0.0,10.0,0.0,94.0
542,2007,6,17,2,1931,1915,2122.0,2050,AA,1415,N476AA,231.0,215,205.0,32.0,16,DFW,SFO,1464,8.0,18,0,N,0,0.0,13.0,16.0,0.0,3.0
543,2007,6,18,3,1937,1915,2122.0,2050,AA,1415,N572AA,225.0,215,205.0,32.0,22,DFW,SFO,1464,4.0,16,0,N,0,0.0,0.0,10.0,0.0,22.0
544,2007,6,19,4,2104,1915,2245.0,2050,AA,1415,N4WJAA,221.0,215,206.0,115.0,109,DFW,SFO,1464,3.0,12,0,N,0,0.0,56.0,6.0,0.0,53.0
546,2007,6,23,1,2026,1915,2211.0,2050,AA,1415,N4WJAA,225.0,215,193.0,81.0,71,DFW,SFO,1464,3.0,29,0,N,0,0.0,0.0,48.0,0.0,33.0
549,2007,6,26,4,2026,1915,2210.0,2050,AA,1415,N4YCAA,224.0,215,198.0,80.0,71,DFW,SFO,1464,3.0,23,0,N,0,0.0,0.0,80.0,0.0,0.0
550,2007,6,30,1,1950,1915,2125.0,2050,AA,1415,N4XGAA,215.0,215,195.0,35.0,35,DFW,SFO,1464,4.0,16,0,N,0,11.0,0.0,0.0,0.0,24.0
551,2007,6,3,2,1710,1545,2003.0,1815,AA,1415,N597AA,233.0,210,182.0,108.0,85,PHL,DFW,1302,6.0,45,0,N,0,0.0,0.0,28.0,0.0,80.0
552,2007,6,4,3,1551,1545,1832.0,1815,AA,1415,N4XJAA,221.0,210,186.0,17.0,6,PHL,DFW,1302,12.0,23,0,N,0,6.0,0.0,11.0,0.0,0.0
553,2007,6,5,4,1619,1545,1836.0,1815,AA,1415,N4WJAA,197.0,210,173.0,21.0,34,PHL,DFW,1302,10.0,14,0,N,0,0.0,0.0,3.0,0.0,18.0
554,2007,6,6,5,1607,1545,1907.0,1815,AA,1415,N4YUAA,240.0,210,177.0,52.0,22,PHL,DFW,1302,37.0,26,0,N,0,12.0,0.0,30.0,0.0,10.0
556,2007,6,9,1,1632,1545,1949.0,1815,AA,1415,N4WAAA,257.0,210,214.0,94.0,47,PHL,DFW,1302,6.0,37,0,N,0,0.0,0.0,48.0,0.0,46.0
557,2007,6,10,2,1555,1545,1831.0,1815,AA,1415,N496AA,216.0,210,182.0,16.0,10,PHL,DFW,1302,12.0,22,0,N,0,0.0,0.0,7.0,0.0,9.0
558,2007,6,12,4,1558,1545,1830.0,1815,AA,1415,N593AA,212.0,210,166.0,15.0,13,PHL,DFW,1302,23.0,23,0,N,0,13.0,0.0,2.0,0.0,0.0
559,2007,6,13,5,1742,1545,2026.0,1815,AA,1415,N4WAAA,224.0,210,174.0,131.0,117,PHL,DFW,1302,11.0,39,0,N,0,18.0,0.0,14.0,0.0,99.0
560,2007,6,14,6,1606,1545,1838.0,1815,AA,1415,N4XJAA,212.0,210,174.0,23.0,21,PHL,DFW,1302,7.0,31,0,N,0,0.0,4.0,2.0,0.0,17.0
561,2007,6,16,1,1636,1545,2009.0,1815,AA,1415,N544AA,273.0,210,181.0,114.0,51,PHL,DFW,1302,13.0,79,0,N,0,0.0,0.0,73.0,0.0,41.0
562,2007,6,19,4,1702,1545,1928.0,1815,AA,1415,N4WJAA,206.0,210,174.0,73.0,77,PHL,DFW,1302,12.0,20,0,N,0,0.0,9.0,0.0,0.0,64.0
563,2007,6,23,1,1614,1545,1908.0,1815,AA,1415,N4WJAA,234.0,210,176.0,53.0,29,PHL,DFW,1302,7.0,51,0,N,0,0.0,0.0,27.0,0.0,26.0
564,2007,6,24,2,1600,1545,1835.0,1815,AA,1415,N4YFAA,215.0,210,170.0,20.0,15,PHL,DFW,1302,24.0,21,0,N,0,0.0,0.0,19.0,0.0,1.0
566,2007,6,30,1,1625,1545,1859.0,1815,AA,1415,N4XGAA,214.0,210,171.0,44.0,40,PHL,DFW,1302,5.0,38,0,N,0,18.0,0.0,4.0,0.0,22.0
568,2007,6,5,4,1608,1340,1946.0,1735,AA,1416,N060AA,218.0,235,196.0,131.0,148,SJU,JFK,1597,12.0,10,0,N,0,107.0,0.0,0.0,0.0,24.0
569,2007,6,6,5,1428,1340,1802.0,1735,AA,1416,N051AA,214.0,235,195.0,27.0,48,SJU,JFK,1597,9.0,10,0,N,0,25.0,0.0,0.0,0.0,2.0
570,2007,6,7,6,1603,1340,2008.0,1735,AA,1416,N065AA,245.0,235,206.0,153.0,143,SJU,JFK,1597,26.0,13,0,N,0,0.0,0.0,10.0,0.0,143.0
574,2007,6,16,1,1406,1340,1804.0,1735,AA,1416,N063AA,238.0,235,202.0,29.0,26,SJU,JFK,1597,15.0,21,0,N,0,1.0,0.0,3.0,0.0,25.0
575,2007,6,17,2,1518,1340,1921.0,1735,AA,1416,N056AA,243.0,235,215.0,106.0,98,SJU,JFK,1597,12.0,16,0,N,0,98.0,0.0,8.0,0.0,0.0
576,2007,6,20,5,1426,1340,1806.0,1735,AA,1416,N077AA,220.0,235,197.0,31.0,46,SJU,JFK,1597,10.0,13,0,N,0,10.0,0.0,0.0,0.0,21.0
578,2007,6,22,7,1441,1340,1834.0,1735,AA,1416,N073AA,233.0,235,204.0,59.0,61,SJU,JFK,1597,15.0,14,0,N,0,45.0,0.0,0.0,0.0,14.0
579,2007,6,25,3,1448,1340,1920.0,1735,AA,1416,N063AA,272.0,235,217.0,105.0,68,SJU,JFK,1597,17.0,38,0,N,0,68.0,0.0,37.0,0.0,0.0
580,2007,6,26,4,1403,1340,1903.0,1735,AA,1416,N052AA,300.0,235,222.0,88.0,23,SJU,JFK,1597,23.0,55,0,N,0,23.0,0.0,65.0,0.0,0.0
581,2007,6,27,5,1516,1340,1853.0,1735,AA,1416,N056AA,217.0,235,197.0,78.0,96,SJU,JFK,1597,8.0,12,0,N,0,2.0,0.0,0.0,0.0,76.0
582,2007,6,28,6,1357,1340,1757.0,1735,AA,1416,N071AA,240.0,235,211.0,22.0,17,SJU,JFK,1597,17.0,12,0,N,0,1.0,0.0,5.0,0.0,16.0
583,2007,6,29,7,1532,1340,1949.0,1735,AA,1416,N050AA,257.0,235,218.0,134.0,112,SJU,JFK,1597,21.0,18,0,N,0,42.0,0.0,22.0,0.0,70.0
584,2007,6,30,1,1402,1340,1807.0,1735,AA,1416,N051AA,245.0,235,206.0,32.0,22,SJU,JFK,1597,27.0,12,0,N,0,0.0,0.0,10.0,12.0,10.0
585,2007,6,3,2,1517,1445,1745.0,1630,AA,1417,N569AA,268.0,225,220.0,75.0,32,ORD,LAS,1515,10.0,38,0,N,0,0.0,0.0,43.0,0.0,32.0
586,2007,6,5,4,1503,1445,1702.0,1630,AA,1417,N4XHAA,239.0,225,217.0,32.0,18,ORD,LAS,1515,11.0,11,0,N,0,0.0,0.0,14.0,0.0,18.0
587,2007,6,6,5,1528,1445,1815.0,1630,AA,1417,N4XHAA,287.0,225,219.0,105.0,43,ORD,LAS,1515,20.0,48,0,N,0,0.0,0.0,65.0,0.0,40.0
588,2007,6,7,6,1517,1445,1727.0,1630,AA,1417,N596AA,250.0,225,221.0,57.0,32,ORD,LAS,1515,8.0,21,0,N,0,0.0,0.0,35.0,0.0,22.0
589,2007,6,9,1,1540,1445,1752.0,1630,AA,1417,N570AA,252.0,225,215.0,82.0,55,ORD,LAS,1515,13.0,24,0,N,0,0.0,0.0,34.0,0.0,48.0
590,2007,6,13,5,1534,1445,1743.0,1630,AA,1417,N436AA,249.0,225,214.0,73.0,49,ORD,LAS,1515,8.0,27,0,N,0,0.0,0.0,26.0,0.0,47.0
591,2007,6,15,7,1609,1445,1803.0,1630,AA,1417,N4WKAA,234.0,225,209.0,93.0,84,ORD,LAS,1515,7.0,18,0,N,0,0.0,0.0,9.0,0.0,84.0
592,2007,6,19,4,1513,1445,1746.0,1630,AA,1417,N4YAAA,273.0,225,219.0,76.0,28,ORD,LAS,1515,29.0,25,0,N,0,28.0,0.0,48.0,0.0,0.0
593,2007,6,21,6,1459,1445,1655.0,1630,AA,1417,N4YKAA,236.0,225,202.0,25.0,14,ORD,LAS,1515,8.0,26,0,N,0,7.0,0.0,11.0,0.0,7.0
594,2007,6,26,4,1605,1445,1821.0,1630,AA,1417,N460AA,256.0,225,225.0,111.0,80,ORD,LAS,1515,9.0,22,0,N,0,80.0,0.0,31.0,0.0,0.0
595,2007,6,27,5,1535,1445,1727.0,1630,AA,1417,N597AA,232.0,225,194.0,57.0,50,ORD,LAS,1515,12.0,26,0,N,0,0.0,0.0,57.0,0.0,0.0
596,2007,6,28,6,1514,1445,1735.0,1630,AA,1417,N591AA,261.0,225,224.0,65.0,29,ORD,LAS,1515,6.0,31,0,N,0,24.0,0.0,36.0,0.0,5.0
597,2007,6,1,7,1339,1305,1750.0,1725,AA,1418,N493AA,131.0,140,106.0,25.0,34,TUS,DFW,813,14.0,11,0,N,0,0.0,0.0,0.0,0.0,25.0
